Page Popularity/likes,Page Checkins,Page talking about,Page Category,CC1,CC2,CC3,CC4,CC5,Base time,Post length,Post Share Count,Post Promotion Status,H Local,PostSun,PostMon,PostTue,PostWed,PostThu,PostFri,PostSat,BaseSun,BaseMon,BaseTue,BaseWed,BasedThu,BaseFri,BaseSat,Target Variable
798622,0,34668,5,0,0,0,0,0,5,206,16,0,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
798622,0,34668,5,2,1,1,2,0,26,982,60,0,21,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
798622,0,34668,5,30,4,26,27,-22,36,31,3,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
798622,0,34668,5,146,46,100,135,-54,30,100,1,0,16,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6
798622,0,34668,5,3,3,0,3,3,23,225,39,0,22,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
798622,0,34668,5,398,398,0,398,398,3,37,63,0,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,609
798622,0,34668,5,2,2,0,2,2,18,273,25,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
798622,0,34668,5,0,0,0,0,0,43,3994,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
798622,0,34668,5,9,9,0,9,9,9,296,46,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
798622,0,34668,5,2,1,1,2,0,41,1436,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
798622,0,34668,5,166,166,0,166,166,10,148,4,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,52
798622,0,34668,5,6,4,2,5,2,27,4018,97,0,13,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
798622,0,34668,5,0,0,0,0,0,24,280,20,0,15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
798622,0,34668,5,35,35,0,35,35,9,1026,134,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9
798622,0,34668,5,222,222,0,222,222,8,34,31,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,668
798622,0,34668,5,3,0,2,2,-2,52,718,3,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
798622,0,34668,5,88,0,9,82,-9,63,392,11,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
798622,0,34668,5,196,21,175,185,-154,41,66,4,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8
798622,0,34668,5,0,0,0,0,0,9,307,2,0,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
798622,0,34668,5,10,4,6,9,-2,39,135,31,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
798622,0,34668,5,41,6,20,35,-14,50,937,165,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
798622,0,34668,5,0,0,0,0,0,5,351,12,0,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
798622,0,34668,5,44,1,4,41,-3,67,156,2,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
798622,0,34668,5,462,31,79,408,-48,56,80,2,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
798622,0,34668,5,0,0,0,0,0,26,317,5,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
798622,0,34668,5,4,0,1,4,-1,49,2440,82,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
798622,0,34668,5,1,1,0,1,1,29,2609,54,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
798622,0,34668,5,7,7,0,7,7,20,294,50,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
798622,0,34668,5,95,9,34,86,-25,50,247,3,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
798622,0,34668,5,3,0,0,3,0,58,1340,15,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
798622,0,34668,5,28,1,7,24,-6,61,2347,47,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
798622,0,34668,5,15,15,0,15,15,4,889,143,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3
798622,0,34668,5,10,0,9,10,-9,53,378,44,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
798622,0,34668,5,10,10,0,10,10,7,627,727,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,18
798622,0,34668,5,6,0,0,6,0,63,15,78,0,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
798622,0,34668,5,20,20,0,20,20,20,345,224,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
798622,0,34668,5,8,1,7,8,-6,29,371,20,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
798622,0,34668,5,8,1,0,7,1,60,1520,62,0,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
798622,0,34668,5,7,1,6,6,-5,37,1697,83,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
798622,0,34668,5,6,1,2,3,-1,71,1301,1,0,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
798622,0,34668,5,2,0,2,2,-2,52,288,22,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
798622,0,34668,5,6,6,0,6,6,18,871,107,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
798622,0,34668,5,4,0,0,4,0,55,394,31,0,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
798622,0,34668,5,578,22,70,493,-48,71,142,11,0,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
798622,0,34668,5,22,6,16,21,-10,36,1208,180,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
798622,0,34668,5,548,76,230,444,-154,52,14,11,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6
798622,0,34668,5,3,0,1,3,-1,49,249,34,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
798622,0,34668,5,0,0,0,0,0,28,387,11,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
798622,0,34668,5,4,0,0,4,0,68,40,11,0,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
798622,0,34668,5,22,2,12,18,-10,52,211,92,0,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
798622,0,34668,5,110,110,0,110,110,10,71,2,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,75
798622,0,34668,5,11,3,8,9,-5,37,46,154,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
798622,0,34668,5,539,17,68,469,-51,63,105,3,0,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3
798622,0,34668,5,3,0,1,2,-1,66,271,11,0,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
798622,0,34668,5,9,0,1,8,-1,62,1151,103,0,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
798622,0,34668,5,0,0,0,0,0,54,721,52,0,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
798622,0,34668,5,16,0,2,16,-2,56,3417,83,0,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
798622,0,34668,5,1,1,0,0,1,42,271,15,0,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
798622,0,34668,5,2,2,0,2,2,18,1304,23,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
798622,0,34668,5,23,4,19,22,-15,34,930,125,0,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
798622,0,34668,5,357,42,154,299,-112,50,89,1,0,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3
798622,0,34668,5,3,3,0,3,3,17,368,58,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
798622,0,34668,5,4,0,0,4,0,49,240,78,0,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
798622,0,34668,5,0,0,0,0,0,52,0,16,0,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
798622,0,34668,5,2,1,1,2,0,31,2358,2,0,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
798622,0,34668,5,98,6,45,91,-39,49,109,1,0,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
798622,0,34668,5,2,0,0,2,0,59,1963,87,0,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
798622,0,34668,5,3,3,0,3,3,3,121,2,0,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
798622,0,34668,5,8,8,0,8,8,6,591,134,0,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
798622,0,34668,5,89,8,81,86,-73,35,191,2,0,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
798622,0,34668,5,0,0,0,0,0,0,145,1,0,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,47
798622,0,34668,5,1,0,0,1,0,66,528,64,0,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
798622,0,34668,5,3,0,3,3,-3,34,1026,57,0,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
798622,0,34668,5,2,2,0,2,2,26,338,25,0,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
798622,0,34668,5,61,1,10,54,-9,65,212,1,0,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
798622,0,34668,5,428,24,157,390,-133,51,86,4,0,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
798622,0,34668,5,331,331,0,331,331,4,215,30,0,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,157
798622,0,34668,5,268,9,66,251,-57,52,122,2,0,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
798622,0,34668,5,0,0,0,0,0,23,0,2,0,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
798622,0,34668,5,3,3,0,3,3,17,286,72,0,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
798622,0,34668,5,429,97,332,396,-235,33,72,11,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,25
798622,0,34668,5,108,18,90,92,-72,41,0,31,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
798622,0,34668,5,3,3,0,3,3,13,1158,84,0,24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
798622,0,34668,5,6,0,6,6,-6,42,727,95,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
798622,0,34668,5,5,3,2,5,1,25,322,82,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
798622,0,34668,5,323,323,0,323,323,5,25,17,0,24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,327
798622,0,34668,5,1492,97,338,1181,-241,60,23,42,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15
798622,0,34668,5,61,6,55,60,-49,36,1482,146,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
798622,0,34668,5,2,0,2,2,-2,27,43,3,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
798622,0,34668,5,2,0,1,2,-1,50,450,27,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
798622,0,34668,5,5,0,2,5,-2,58,1953,157,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
798622,0,34668,5,0,0,0,0,0,28,289,11,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
798622,0,34668,5,10,1,4,9,-3,50,9,51,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
798622,0,34668,5,61,61,0,61,61,19,111,1,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7
798622,0,34668,5,428,428,0,428,428,23,0,2,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,50
798622,0,34668,5,2,0,2,2,-2,27,493,3,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
798622,0,34668,5,6,2,4,5,-2,29,231,19,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
798622,0,34668,5,1061,186,710,852,-524,56,28,36,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,28
798622,0,34668,5,32,0,32,32,-32,48,386,748,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
798622,0,34668,5,156,156,0,156,156,24,118,3,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6
798622,0,34668,5,0,0,0,0,0,39,46,34,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
798622,0,34668,5,615,104,511,525,-407,40,28,29,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,41
798622,0,34668,5,0,0,0,0,0,0,2434,25,0,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
798622,0,34668,5,39,39,0,39,39,15,892,112,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4
798622,0,34668,5,5,5,0,5,5,1,333,76,0,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9
798622,0,34668,5,173,1,16,162,-15,66,114,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
798622,0,34668,5,15,5,10,15,-5,26,259,1,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
798622,0,34668,5,5,0,5,5,-5,30,4540,52,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
798622,0,34668,5,26,26,0,26,26,20,1036,298,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
798622,0,34668,5,4,4,0,4,4,14,233,1,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
798622,0,34668,5,2,2,0,2,2,19,1654,44,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
798622,0,34668,5,30,30,0,30,30,14,201,1,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6
798622,0,34668,5,3,3,0,3,3,8,673,19,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
798622,0,34668,5,24,15,9,23,6,25,794,72,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
798622,0,34668,5,0,0,0,0,0,45,304,2,0,19,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
798622,0,34668,5,0,0,0,0,0,8,4045,47,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
798622,0,34668,5,5,5,0,5,5,7,1030,196,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3
798622,0,34668,5,70,4,40,66,-36,49,16,1,0,13,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
798622,0,34668,5,7,1,6,6,-5,42,0,87,0,19,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
798622,0,34668,5,3,1,2,3,-1,27,830,109,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
798622,0,34668,5,210,210,0,210,210,13,254,25,0,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,31
798622,0,34668,5,521,521,0,521,521,5,54,12,0,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,300
798622,0,34668,5,0,0,0,0,0,40,206,16,0,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
798622,0,34668,5,2,0,2,2,-2,32,982,60,0,15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
798622,0,34668,5,25,25,0,25,25,9,31,3,0,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5
798622,0,34668,5,150,29,121,135,-92,34,100,1,0,12,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
798622,0,34668,5,3,3,0,3,3,11,225,39,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
798622,0,34668,5,723,723,0,723,723,10,37,63,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,417
798622,0,34668,5,2,0,2,2,-2,42,273,25,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
798622,0,34668,5,0,0,0,0,0,21,3994,1,0,23,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
798622,0,34668,5,11,2,9,11,-7,35,296,46,0,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
798622,0,34668,5,0,0,0,0,0,5,1436,3,0,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
798622,0,34668,5,166,166,0,166,166,12,148,4,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,52
798622,0,34668,5,4,4,0,4,4,17,4018,97,0,23,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
798622,0,34668,5,0,0,0,0,0,9,280,20,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
798622,0,34668,5,35,35,0,35,35,5,1026,134,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9
798622,0,34668,5,835,835,0,835,835,23,34,31,0,13,0,0,0,1,0,0,0,0,0,0,0,1,0,0,92
798622,0,34668,5,3,0,1,2,-1,72,718,3,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
798622,0,34668,5,82,82,0,82,82,19,392,11,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6
798622,0,34668,5,204,8,23,185,-15,60,66,4,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
798622,0,34668,5,0,0,0,0,0,45,307,2,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
798622,0,34668,5,10,4,6,9,-2,42,135,31,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
798622,0,34668,5,32,32,0,32,32,22,937,165,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9
798622,0,34668,5,1,0,1,1,-1,31,351,12,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
798622,0,34668,5,43,6,37,41,-31,35,156,2,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
798622,0,34668,5,462,31,77,408,-46,61,80,2,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
798622,0,34668,5,0,0,0,0,0,18,317,5,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
798622,0,34668,5,4,0,1,4,-1,65,2440,82,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
798622,0,34668,5,1,0,1,1,-1,55,2609,54,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
798622,0,34668,5,7,0,2,7,-2,56,294,50,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
798622,0,34668,5,80,80,0,80,80,17,247,3,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13
798622,0,34668,5,3,3,0,3,3,8,1340,15,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
798622,0,34668,5,28,7,21,24,-14,41,2347,47,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
798622,0,34668,5,19,1,3,18,-2,56,889,143,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
798622,0,34668,5,8,1,4,6,-3,51,23,79,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
798622,0,34668,5,10,7,3,10,4,33,378,44,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
798622,0,34668,5,25,25,0,25,25,17,627,727,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7
798622,0,34668,5,6,6,0,6,6,23,15,78,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
798622,0,34668,5,20,20,0,20,20,22,345,224,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
798622,0,34668,5,8,0,0,8,0,72,371,20,0,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
798622,0,34668,5,7,0,7,7,-7,43,1520,62,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
798622,0,34668,5,6,6,0,6,6,14,1697,83,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
798622,0,34668,5,3,3,0,3,3,2,1301,1,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
798622,0,34668,5,2,0,2,2,-2,47,288,22,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
798622,0,34668,5,6,6,0,6,6,9,871,107,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
798622,0,34668,5,4,4,0,4,4,1,394,31,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
798622,0,34668,5,331,331,0,331,331,4,142,11,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,181
798622,0,34668,5,22,4,18,21,-14,37,1208,180,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
798622,0,34668,5,485,196,289,444,-93,36,14,11,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,65
798622,0,34668,5,3,0,0,3,0,72,249,34,0,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
798622,0,34668,5,0,0,0,0,0,52,387,11,0,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
798622,0,34668,5,4,0,4,4,-4,43,40,11,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
798622,0,34668,5,18,18,0,18,18,24,211,92,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4
798622,0,34668,5,193,9,94,182,-85,52,71,2,0,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3
798622,0,34668,5,540,13,61,469,-48,71,105,3,0,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
798622,0,34668,5,3,1,2,2,-1,40,271,11,0,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
798622,0,34668,5,9,1,8,8,-7,43,1151,103,0,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
798622,0,34668,5,0,0,0,0,0,28,721,52,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
798622,0,34668,5,16,0,0,16,0,67,3417,83,0,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
798622,0,34668,5,1,1,0,0,1,38,271,15,0,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
798622,0,34668,5,2,0,2,2,-2,40,1304,23,0,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
798622,0,34668,5,15,15,0,15,15,6,930,125,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7
798622,0,34668,5,3,3,0,3,3,21,368,58,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
798622,0,34668,5,4,0,0,4,0,56,240,78,0,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
798622,0,34668,5,0,0,0,0,0,13,0,16,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
798622,0,34668,5,2,0,2,2,-2,37,2358,2,0,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
798622,0,34668,5,98,7,91,91,-84,48,109,1,0,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
798622,0,34668,5,81,33,44,48,-11,53,460,951,0,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
798622,0,34668,5,2,0,2,2,-2,40,1963,87,0,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
798622,0,34668,5,3,0,3,3,-3,31,121,2,0,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
798622,0,34668,5,8,8,0,8,8,10,591,134,0,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
798622,0,34668,5,91,2,8,86,-6,60,191,2,0,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
798622,0,34668,5,44,44,0,44,44,16,145,1,0,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4
798622,0,34668,5,1,1,0,1,1,21,528,64,0,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
798622,0,34668,5,3,0,0,3,0,52,1026,57,0,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
798622,0,34668,5,2,2,0,2,2,18,338,25,0,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
798622,0,34668,5,43,43,0,43,43,6,212,1,0,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,17
798622,0,34668,5,421,51,370,390,-319,44,86,4,0,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7
798622,0,34668,5,510,20,133,466,-113,54,215,30,0,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
798622,0,34668,5,268,8,60,251,-52,55,122,2,0,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
798622,0,34668,5,0,0,0,0,0,49,0,2,0,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
798622,0,34668,5,3,3,0,3,3,8,286,72,0,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
798622,0,34668,5,458,12,57,396,-45,67,72,11,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
798622,0,34668,5,108,17,91,92,-74,45,0,31,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
798622,0,34668,5,4,0,1,3,-1,69,1158,84,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
798622,0,34668,5,6,0,0,6,0,61,727,95,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
798622,0,34668,5,4,4,0,4,4,19,322,82,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
798622,0,34668,5,716,190,526,568,-336,42,25,17,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,50
798622,0,34668,5,1492,88,299,1181,-211,68,23,42,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,16
798622,0,34668,5,58,58,0,58,58,16,1482,146,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
798622,0,34668,5,2,0,0,2,0,52,43,3,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
798622,0,34668,5,2,0,2,2,-2,33,450,27,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
798622,0,34668,5,3,3,0,3,3,10,1953,157,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
798622,0,34668,5,0,0,0,0,0,53,289,11,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
798622,0,34668,5,7,7,0,7,7,6,9,51,0,24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
798622,0,34668,5,69,2,18,64,-16,59,111,1,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
798622,0,34668,5,463,111,352,432,-241,40,0,2,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,30
798622,0,34668,5,2,0,2,2,-2,43,493,3,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
798622,0,34668,5,5,5,0,5,5,20,231,19,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
798622,0,34668,5,1058,200,831,852,-631,51,28,36,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,29
798622,0,34668,5,32,19,13,32,6,33,386,748,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
798622,0,34668,5,160,16,144,156,-128,33,118,3,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5
798622,0,34668,5,0,0,0,0,0,40,46,34,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
798622,0,34668,5,563,253,310,525,-57,29,28,29,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,68
798622,0,34668,5,4,2,2,4,0,25,2434,25,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
798622,0,34668,5,44,4,21,40,-17,50,892,112,0,22,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
798622,0,34668,5,0,0,0,0,0,0,333,76,0,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,13
798622,0,34668,5,171,19,152,162,-133,34,114,3,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
